guid,species,state_prov,county,parts,sex,dec_lat,dec_long,has_tissues
MVZ:Mamm:92432,Myotis californicus,California,San Bernardino County,whole organism (ethanol),unknown,35.773,-115.887,0
MVZ:Mamm:225528,Myotis yumanensis,California,San Francisco County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,37.735023,-122.479993,1
MVZ:Mamm:225493,Myotis yumanensis,California,San Joaquin County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.041852,-121.356313,1
MVZ:Mamm:12981,Myotis californicus,California,Mariposa County,"skin, study; skull",male,37.736686,-119.598212,0
MVZ:Mamm:122494,Lasiurus cinereus,California,Mendocino County,"skin, study; skull",male,38.97315,-123.18951,0
MVZ:Mamm:109258,Eptesicus fuscus,California,San Benito County,"skin, study; skull",male,36.5333449,-121.145152,0
MVZ:Mamm:92400,Myotis thysanodes,California,San Bernardino County,skull,female,35.773,-115.887,0
MVZ:Mamm:112705,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:112643,Myotis thysanodes,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:112645,Myotis thysanodes,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:112695,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:112694,Corynorhinus townsendii,Baja California,,"skin, study; skull",male,31.85,-116.0666667,0
MVZ:Mamm:112700,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:112707,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:112702,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:112715,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:112703,Corynorhinus townsendii,Baja California,,"skin, study; skull",female,31.85,-116.0666667,0
MVZ:Mamm:92403,Myotis thysanodes,California,San Bernardino County,"skin, study; skull",male,35.773,-115.887,0
MVZ:Mamm:134289,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",female,37.917,-122.15,0
MVZ:Mamm:134290,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",male,37.917,-122.15,0
MVZ:Mamm:71655,Antrozous pallidus,California,Alameda County,"skin, study; skull",female,37.63343,-122.09523,0
MVZ:Mamm:238584,Lasiurus cinereus,California,Los Angeles County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,33.9851049,-118.3108848,1
MVZ:Mamm:186344,Myotis californicus,California,San Bernardino County,"skin, study; skull",male,35.7005556,-115.7838889,0
MVZ:Mamm:186369,Myotis ciliolabrum,California,San Bernardino County,"skin, study; skull",female,35.7005556,-115.7838889,0
MVZ:Mamm:238776,Lasiurus xanthinus,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.7463275,-116.9666776,1
MVZ:Mamm:30121,Myotis evotis,California,Monterey County,"skeleton; skin, study; skull",male,36.236376,-121.47294,0
MVZ:Mamm:238953,Myotis ciliolabrum,California,Imperial County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.0001078,-115.3311689,1
MVZ:Mamm:103896,Tadarida brasiliensis,California,San Benito County,"skin, study; skull",female,36.5624426,-120.70313,0
MVZ:Mamm:149158,Eptesicus fuscus,California,San Bernardino County,whole organism (ethanol),male,34.21944,-116.96972,0
MVZ:Mamm:181938,Lasiurus xanthinus,California,San Bernardino County,skeleton; skull,male,34.1404,-117.2837,0
MVZ:Mamm:122874,Corynorhinus townsendii,California,San Diego County,"skin, study; skull",female,32.948181,-116.29945,0
MVZ:Mamm:105992,Eptesicus fuscus,California,San Diego County,"skin, study; skull",male,33.3812,-117.5285,0
MVZ:Mamm:92401,Myotis thysanodes,California,San Bernardino County,"skin, study; skull",female,35.773,-115.887,0
MVZ:Mamm:92402,Myotis thysanodes,California,San Bernardino County,"skin, study; skull",female,35.773,-115.887,0
MVZ:Mamm:92449,Myotis californicus,California,San Bernardino County,whole organism (ethanol),unknown,35.773,-115.887,0
MVZ:Mamm:92404,Myotis thysanodes,California,San Bernardino County,"skin, study; skull",male,35.773,-115.887,0
MVZ:Mamm:71666,Tadarida brasiliensis,California,Lake County,"skin, study; skull",male,,,0
MVZ:Mamm:71453,Lasionycteris noctivagans,California,Lake County,"skin, study; skull",female,,,0
MVZ:Mamm:72525,Eptesicus fuscus,California,San Benito County,"skin, study; skull",male,36.294333,-120.7856667,0
MVZ:Mamm:122873,Corynorhinus townsendii,California,San Diego County,"skin, study; skull",male,32.948181,-116.29945,0
MVZ:Mamm:182421,Lasiurus cinereus,California,San Mateo County,whole organism (ethanol),male,37.484841,-122.227132,0
MVZ:Mamm:112564,Myotis ciliolabrum,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:71381,Myotis californicus,California,San Mateo County,"skin, study; skull",male,37.299086,-122.262875,0
MVZ:Mamm:106018,Tadarida brasiliensis,California,San Diego County,"skin, study; skull",male,33.064,-117.1289,0
MVZ:Mamm:112346,Corynorhinus townsendii,California,Lassen County,"skin, study; skull",male,40.571098,-121.2689322,0
MVZ:Mamm:103048,Myotis evotis,California,San Luis Obispo County,"skin, study; skull",male,35.569393,-120.903218,0
MVZ:Mamm:27641,Myotis californicus,California,Inyo County,whole organism (ethanol),female,36.463047,-116.877552,0
MVZ:Mamm:103593,Myotis californicus,California,San Mateo County,"skin, study; skull",female,37.254208,-122.346653,0
MVZ:Mamm:33441,Myotis californicus,Baja California Sur,,whole organism (ethanol),unknown,24.142222,-110.3108333,0
MVZ:Mamm:71603,Lasiurus frantzii,California,Solano County,"skin, study; skull",female,38.5045141,-121.8205674,0
MVZ:Mamm:71601,Lasiurus frantzii,California,Solano County,"skin, study; skull",male,38.5045141,-121.8205674,0
MVZ:Mamm:36011,Eptesicus fuscus,Baja California,,"skin, study; skull",male,30.9845,-115.682,0
MVZ:Mamm:34735,Myotis lucifugus,California,Plumas County,"skin, study; skull",male,40.4027,-121.3524,0
MVZ:Mamm:225340,Antrozous pallidus,California,Tulare County,"whole organism (ethanol, 70%; formalin-fixed)",female,36.332322,-119.293902,0
MVZ:Mamm:103864,Eptesicus fuscus,California,San Benito County,"skin, study; skull",female,36.4003658,-120.6742,0
MVZ:Mamm:110284,Myotis californicus,Baja California Sur,,"skin, study; skull",female,23.5525,-109.7152778,0
MVZ:Mamm:200034,Lasiurus xanthinus,California,Riverside County,whole organism (ethanol),female,33.8732,-117.57193,0
MVZ:Mamm:59803,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.5986926,-121.9484534,0
MVZ:Mamm:38278,Myotis yumanensis,Baja California Sur,,skull; whole organism (ethanol),female,27.3,-112.9,0
MVZ:Mamm:36596,Myotis californicus,California,Tehama County,"skin, study; skull",female,40.42685,-121.8815222222,0
MVZ:Mamm:38201,Tadarida brasiliensis,Baja California Sur,,"skin, study; skull",male,27.3,-112.9,0
MVZ:Mamm:42694,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",male,23.441944,-109.7747222,0
MVZ:Mamm:42693,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",male,23.441944,-109.7747222,0
MVZ:Mamm:112560,Myotis ciliolabrum,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:112527,Myotis californicus,Baja California,,"skin, study; skull",female,32.227135,-115.994355,0
MVZ:Mamm:112596,Myotis ciliolabrum,Baja California,,"skin, study; skull",male,32.227135,-115.994355,0
MVZ:Mamm:112526,Myotis californicus,Baja California,,"skin, study",female,32.227135,-115.994355,0
MVZ:Mamm:238897,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,34.24529,-117.23246,1
MVZ:Mamm:19699,Myotis volans,California,Sonoma County,"skin, study; skull",male,38.5267372,-123.1768354,0
MVZ:Mamm:110269,Myotis californicus,Baja California Sur,,"skin, study; skull",female,26.73,-111.88,0
MVZ:Mamm:112897,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0140553,-122.6479567,0
MVZ:Mamm:112895,Myotis yumanensis,California,Lake County,"skin, study; skull",male,39.0140553,-122.6479567,0
MVZ:Mamm:181870,Lasiurus xanthinus,California,Imperial County,whole organism (ethanol),female,32.7917,-115.5617,0
MVZ:Mamm:108914,Corynorhinus townsendii,California,Sonoma County,"skin, study; skull",male,38.57842,-122.91909,0
MVZ:Mamm:36595,Myotis californicus,California,Tehama County,"skin, study; skull",male,40.42685,-121.8815222222,0
MVZ:Mamm:113573,Myotis californicus,California,Marin County,"skin, study; skull",female,38.0405897,-122.7861239,0
MVZ:Mamm:5127,Tadarida brasiliensis,California,Los Angeles County,"skin, study; skull",female,34.1480466,-118.1321065,0
MVZ:Mamm:103032,Myotis californicus,California,Santa Cruz County,"skin, study; skull",male,37.0947514,-122.2768406,0
MVZ:Mamm:77511,Lasiurus frantzii,California,Alameda County,"skin, study; skull",female,37.8697904,-122.2715302,0
MVZ:Mamm:71357,Myotis evotis,California,Placer County,"skin, study; skull",male,39.1535526,-120.143142,0
MVZ:Mamm:112323,Myotis californicus,California,Tuolumne County,"skin, study; skull",male,37.890293,-119.994418,0
MVZ:Mamm:112321,Myotis californicus,California,Tuolumne County,"skin, study; skull",male,37.890293,-119.994418,0
MVZ:Mamm:101317,Myotis californicus,California,Marin County,"skin, study; skull",female,38.1011,-122.8558,0
MVZ:Mamm:110083,Macrotus californicus,Baja California Sur,,skull,male,23.6,-109.6166667,0
MVZ:Mamm:110074,Macrotus californicus,Baja California Sur,,skull,female,23.6,-109.6166667,0
MVZ:Mamm:112332,Myotis ciliolabrum,California,Lassen County,"skin, study; skull",female,40.571098,-121.2689322,0
MVZ:Mamm:114534,Myotis ciliolabrum,California,Lassen County,"skin, study; skull",female,40.571098,-121.2689322,0
MVZ:Mamm:71452,Lasionycteris noctivagans,California,Lake County,"skin, study; skull",female,,,0
MVZ:Mamm:183567,Eptesicus fuscus,California,Mariposa County,skeleton; skull,male,37.738239,-119.412564,0
MVZ:Mamm:241013,Myotis evotis,California,Ventura County,tissue (frozen); whole organism (formalin-fixed),unknown,34.4497446,-119.2442725,1
MVZ:Mamm:106196,Corynorhinus townsendii,California,Yolo County,"skin, study",male,38.912671,-122.2728835,0
MVZ:Mamm:225382,Lasiurus frantzii,California,San Joaquin County,"whole organism (ethanol, 70%; formalin-fixed)",unknown,38.049372,-121.326992,0
MVZ:Mamm:225349,Eptesicus fuscus,California,Butte County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,39.806551,-121.5789454,1
MVZ:Mamm:225574,Tadarida brasiliensis,California,Alameda County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,37.7881476,-122.2125245,1
MVZ:Mamm:241029,Tadarida brasiliensis,California,Humboldt County,tissue (frozen); whole organism (formalin-fixed),unknown,,,1
MVZ:Mamm:241007,Myotis evotis,California,Nevada County,tissue (frozen); whole organism (formalin-fixed),unknown,,,1
MVZ:Mamm:109916,Lasiurus frantzii,California,Merced County,"skin, study; skull",female,36.98789,-120.63047,0
MVZ:Mamm:241010,Myotis evotis,California,Siskiyou County,tissue (frozen); whole organism (formalin-fixed),unknown,41.6121203,-122.8385269,1
MVZ:Mamm:240961,Antrozous pallidus,California,San Benito County,tissue (frozen); whole organism (formalin-fixed),unknown,36.614525,-121.091475,1
MVZ:Mamm:112593,Myotis ciliolabrum,Baja California,,"skin, study; skull",female,32.003056,-116.6702778,0
MVZ:Mamm:181953,Lasiurus xanthinus,California,San Diego County,skeleton; skull,female,32.86061,-116.91934,0
MVZ:Mamm:63051,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63064,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:42728,Myotis californicus,Baja California Sur,,whole organism (ethanol),male,24.877778,-110.5916667,0
MVZ:Mamm:238768,Lasiurus xanthinus,California,Imperial County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.0113694,-115.4733554,1
MVZ:Mamm:63062,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63057,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:181901,Lasiurus xanthinus,California,Riverside County,skeleton; skull,female,33.6663713,-116.2997293,0
MVZ:Mamm:86122,Myotis californicus,California,San Bernardino County,"skin, study; skull",female,35.773,-115.887,0
MVZ:Mamm:105193,Myotis californicus,California,Contra Costa County,whole organism (ethanol),female,37.9291957,-122.2826265,0
MVZ:Mamm:181856,Lasionycteris noctivagans,California,Los Angeles County,skeleton; skull,female,34.043025,-118.456688,0
MVZ:Mamm:63035,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:71646,Antrozous pallidus,California,Contra Costa County,skeleton; skull,unknown,37.8814126,-121.8664261,0
MVZ:Mamm:71640,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",female,37.8814126,-121.8664261,0
MVZ:Mamm:71631,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",male,37.8814126,-121.8664261,0
MVZ:Mamm:71634,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",male,37.8814126,-121.8664261,0
MVZ:Mamm:71638,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",female,37.8814126,-121.8664261,0
MVZ:Mamm:71755,Tadarida brasiliensis,California,Contra Costa County,"skin, study; skull",male,37.8814126,-121.8664261,0
MVZ:Mamm:71632,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",female,37.8814126,-121.8664261,0
MVZ:Mamm:134151,Corynorhinus townsendii,California,Shasta County,"skin, study; skull",male,40.8112578,-122.1140376,0
MVZ:Mamm:71651,Antrozous pallidus,California,Alameda County,"skin, study; skull",female,37.63343,-122.09523,0
MVZ:Mamm:112362,Corynorhinus townsendii,California,Siskiyou County,"skin, study; skull",female,41.7093793,-121.5088889,0
MVZ:Mamm:24184,Myotis volans,California,El Dorado County,skull; whole organism (ethanol),male,38.7505245,-120.6217628,0
MVZ:Mamm:112363,Corynorhinus townsendii,California,Siskiyou County,"skin, study; skull",female,41.7093793,-121.5088889,0
MVZ:Mamm:92434,Myotis californicus,California,San Bernardino County,whole organism (ethanol),unknown,35.773,-115.887,0
MVZ:Mamm:110150,Choeronycteris mexicana,Baja California,,"skin, study; skull",female,29.416667,-114.35,0
MVZ:Mamm:110151,Choeronycteris mexicana,Baja California,,"skin, study; skull",female,29.416667,-114.35,0
MVZ:Mamm:110142,Choeronycteris mexicana,Baja California,,"skin, study; skull",male,29.416667,-114.35,0
MVZ:Mamm:63027,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63031,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63048,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63075,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63049,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:71633,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",male,37.8814126,-121.8664261,0
MVZ:Mamm:71700,Tadarida brasiliensis,California,Contra Costa County,"skin, study; skull",male,37.8814126,-121.8664261,0
MVZ:Mamm:71639,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",male,37.8814126,-121.8664261,0
MVZ:Mamm:71637,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",female,37.8814126,-121.8664261,0
MVZ:Mamm:71630,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",male,37.8814126,-121.8664261,0
MVZ:Mamm:71647,Antrozous pallidus,California,Contra Costa County,skeleton; skull,unknown,37.8814126,-121.8664261,0
MVZ:Mamm:101924,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101921,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101922,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:101937,Lasiurus cinereus,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:24298,Myotis californicus,California,El Dorado County,whole organism (ethanol),male,38.7505245,-120.6217628,0
MVZ:Mamm:103767,Myotis yumanensis,California,Placer County,"skin, study; skull",female,39.22,-120.01,0
MVZ:Mamm:110827,Tadarida brasiliensis,Baja California Sur,,"skin, study; skull",male,23.140278,-109.6941667,0
MVZ:Mamm:6698,Eptesicus fuscus,California,Los Angeles County,"skin, study; skull",female,34.101072,-118.197515,0
MVZ:Mamm:108003,Antrozous pallidus,California,Monterey County,skull,male,36.168243,-120.664946,0
MVZ:Mamm:107999,Antrozous pallidus,California,Monterey County,"skin, study; skull",male,36.168243,-120.664946,0
MVZ:Mamm:103228,Tadarida brasiliensis,California,Kern County,"skin, study; skull",female,35.3778851,-119.4667179,0
MVZ:Mamm:103227,Tadarida brasiliensis,California,Kern County,"skin, study; skull",female,35.3778851,-119.4667179,0
MVZ:Mamm:101917,Lasiurus frantzii,California,Fresno County,"skin, study; skull",female,36.8036,-120.501,0
MVZ:Mamm:102114,Myotis yumanensis,California,Alameda County,"skin, study; skull",male,37.8697904,-122.2715302,0
MVZ:Mamm:225625,Tadarida brasiliensis,California,San Francisco County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,37.773833,-122.500669,1
MVZ:Mamm:114532,Myotis ciliolabrum,California,Lassen County,"skin, study; skull",female,40.571098,-121.2689322,0
MVZ:Mamm:186370,Myotis ciliolabrum,California,San Bernardino County,"skin, study; skull",female,35.7005556,-115.7838889,0
MVZ:Mamm:186371,Myotis ciliolabrum,California,San Bernardino County,"skin, study; skull",female,35.7005556,-115.7838889,0
MVZ:Mamm:186345,Myotis californicus,California,San Bernardino County,"skin, study; skull",female,35.7005556,-115.7838889,0
MVZ:Mamm:107891,Myotis evotis,California,Santa Cruz County,"skin, study; skull",male,37.1405,-122.0908333,0
MVZ:Mamm:56859,Myotis californicus,California,Trinity County,"skin, study; skull",male,40.3329,-123.4853,0
MVZ:Mamm:56857,Myotis californicus,California,Trinity County,"skin, study; skull",male,40.3329,-123.4853,0
MVZ:Mamm:108009,Antrozous pallidus,California,Monterey County,skull,female,36.168243,-120.664946,0
MVZ:Mamm:24293,Myotis californicus,California,El Dorado County,whole organism (ethanol),male,38.7505245,-120.6217628,0
MVZ:Mamm:24198,Myotis californicus,California,El Dorado County,"skin, study",female,38.7505245,-120.6217628,0
MVZ:Mamm:71373,Myotis volans,California,Mariposa County,"skin, study; skull",female,37.75634,-120.11166,0
MVZ:Mamm:110120,Macrotus californicus,Baja California Sur,,"skin, study; skull",female,23.8,-110.0344444,0
MVZ:Mamm:77030,Antrozous pallidus,California,San Bernardino County,"skin, study; skull",male,,,0
MVZ:Mamm:77031,Antrozous pallidus,California,San Bernardino County,"skin, study; skull",female,,,0
MVZ:Mamm:55180,Lasiurus cinereus,California,Alameda County,"skin, study; skull",male,37.8738283,-122.2599398,0
MVZ:Mamm:110121,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,23.8,-110.0344444,0
MVZ:Mamm:110127,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,23.8,-110.0344444,0
MVZ:Mamm:110132,Macrotus californicus,Baja California Sur,,"skin, study; skull",female,23.8,-110.0344444,0
MVZ:Mamm:110134,Macrotus californicus,Baja California Sur,,"skin, study; skull",female,23.8,-110.0344444,0
MVZ:Mamm:110131,Macrotus californicus,Baja California Sur,,"skin, study; skull",female,23.8,-110.0344444,0
MVZ:Mamm:110125,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,23.8,-110.0344444,0
MVZ:Mamm:238791,Lasiurus xanthinus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.03361,-117.04222,1
MVZ:Mamm:110123,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,23.8,-110.0344444,0
MVZ:Mamm:110133,Macrotus californicus,Baja California Sur,,"skin, study; skull",female,23.8,-110.0344444,0
MVZ:Mamm:110124,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,23.8,-110.0344444,0
MVZ:Mamm:238673,Eptesicus fuscus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",,34.841438,-116.046625,2
MVZ:Mamm:120526,Corynorhinus townsendii,California,Humboldt County,"skin, study; skull",male,40.14772,-124.07522,0
MVZ:Mamm:11844,Myotis yumanensis,California,Humboldt County,"skin, study; skull",female,40.5216,-124.0327,0
MVZ:Mamm:112555,Myotis ciliolabrum,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:112676,Eptesicus fuscus,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:225578,Tadarida brasiliensis,California,Alameda County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,37.6812783727,-121.755962746,1
MVZ:Mamm:24177,Lasiurus frantzii,California,San Joaquin County,whole organism (ethanol),unknown,37.963736,-121.28883,0
MVZ:Mamm:24176,Lasiurus frantzii,California,San Joaquin County,whole organism (ethanol),unknown,37.963736,-121.28883,0
MVZ:Mamm:238991,Myotis evotis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,34.208067,-117.110107,1
MVZ:Mamm:2046,Myotis ciliolabrum,California,Riverside County,"skin, study; skull",male,33.5447,-116.4861,0
MVZ:Mamm:56864,Eptesicus fuscus,California,Trinity County,"skin, study; skull",female,40.47157,-123.50169,0
MVZ:Mamm:181992,Nyctinomops macrotis,California,San Luis Obispo County,skeleton; skull,male,35.327624,-120.86382,0
MVZ:Mamm:71660,Antrozous pallidus,California,Los Angeles County,"skin, study; skull",female,34.162245,-117.998469,0
MVZ:Mamm:238697,Eptesicus fuscus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.088624,-117.280598,1
MVZ:Mamm:71665,Tadarida brasiliensis,California,Lake County,"skin, study; skull",male,,,0
MVZ:Mamm:239005,Myotis yumanensis,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.74368,-116.032301,1
MVZ:Mamm:108913,Myotis yumanensis,California,Sonoma County,"skin, study; skull",male,38.61943,-122.92226,0
MVZ:Mamm:225499,Myotis yumanensis,California,Glenn County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,39.747628,-122.190361,1
MVZ:Mamm:10853,Antrozous pallidus,California,Los Angeles County,"skin, study; skull",unknown,34.1480466,-118.1321065,0
MVZ:Mamm:225648,Tadarida brasiliensis,California,Solano County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.244498,-122.007934,1
MVZ:Mamm:225347,Eptesicus fuscus,California,Butte County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,39.7285,-121.8373333,1
MVZ:Mamm:71605,Lasiurus frantzii,California,Stanislaus County,"skin, study; skull",female,37.637791,-121.1989,0
MVZ:Mamm:240960,Antrozous pallidus,California,Inyo County,tissue (frozen); whole organism (formalin-fixed),unknown,,,1
MVZ:Mamm:71297,Myotis yumanensis,California,Lake County,"skin, study; skull",male,,,0
MVZ:Mamm:101748,Antrozous pallidus,California,Alameda County,"glans penis (cleared; stained); skin, study; skull",male,37.8745526,-122.25612,0
MVZ:Mamm:182437,Myotis californicus,California,Butte County,skeleton; skull,female,39.7595,-121.6066667,0
MVZ:Mamm:71743,Myotis evotis,California,Santa Clara County,"skin, study; skull",female,37.341721,-121.717158,0
MVZ:Mamm:71611,Lasiurus frantzii,California,Santa Clara County,"skin, study; skull",male,37.341721,-121.717158,0
MVZ:Mamm:239072,Myotis yumanensis,California,Riverside County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.578919,-117.198651,1
MVZ:Mamm:110122,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,23.8,-110.0344444,0
MVZ:Mamm:225409,Myotis californicus,California,San Francisco County,"whole organism (ethanol, 70%; formalin-fixed)",male,37.752522,-122.446438,0
MVZ:Mamm:10852,Tadarida brasiliensis,California,Los Angeles County,"skin, study; skull",unknown,34.1480466,-118.1321065,0
MVZ:Mamm:63089,Tadarida brasiliensis,California,Butte County,skeleton; skull,male,39.50506,-121.55535,0
MVZ:Mamm:63061,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63068,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63071,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63010,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63076,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:102195,Lasiurus cinereus,California,Tulare County,"skin, study; skull",female,36.545163,-119.388463,0
MVZ:Mamm:63024,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63030,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63070,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63087,Tadarida brasiliensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:182371,Lasionycteris noctivagans,California,Butte County,skeleton; skull,female,39.7285,-121.8373333,0
MVZ:Mamm:63036,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:114545,Corynorhinus townsendii,California,Humboldt County,"skin, study; skull",male,40.84341,-123.98161,0
MVZ:Mamm:110126,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,23.8,-110.0344444,0
MVZ:Mamm:182410,Lasiurus cinereus,California,Orange County,skeleton; skull,female,,,0
MVZ:Mamm:183607,Myotis yumanensis,California,Los Angeles County,"skin, study; skull",male,34.250134,-117.861402,0
MVZ:Mamm:99407,Corynorhinus townsendii,California,San Diego County,"skin, study; skull",female,32.9747387,-116.4101168,0
MVZ:Mamm:182445,Myotis lucifugus,California,Butte County,skeleton; skull,female,39.7595,-121.6066667,0
MVZ:Mamm:103398,Tadarida brasiliensis,California,Napa County,"skin, study; skull",male,38.6178781,-122.4202826,0
MVZ:Mamm:103397,Tadarida brasiliensis,California,Napa County,"skin, study; skull",male,38.6178781,-122.4202826,0
MVZ:Mamm:103402,Tadarida brasiliensis,California,Napa County,"skin, study; skull",female,38.6178781,-122.4202826,0
MVZ:Mamm:96805,Corynorhinus townsendii,California,Lassen County,"skin, study; skull",unknown,40.3486534,-120.2328138,0
MVZ:Mamm:71635,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",male,37.8814126,-121.8664261,0
MVZ:Mamm:71641,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",female,37.8814126,-121.8664261,0
MVZ:Mamm:5144,Eptesicus fuscus,California,Kern County,"skin, study; skull",female,34.8760033,-118.89392,0
MVZ:Mamm:103866,Eptesicus fuscus,California,Santa Cruz County,"skin, study; skull",male,37.0710452,-122.1112565,0
MVZ:Mamm:63085,Tadarida brasiliensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
