catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total length,tail length,hind foot with claw,ear,ear from notch,ear from crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,catalog checked? (or no catalog available),REVIEW NEEDED
134570,MVZ:Mamm:134570,Reithrodontomys megalotis longicaudus,David W. Conard,California,Alameda County,"University of California Behavior Station, 2 mi E campus, Berkeley",David W. Conard 131,13 Aug 1966,"skin, study; skull",male,134,69,16,15,,,,7.8,g,tsts. 7x4 mm,7,4,,,,,,,LW,10,August,2024,,
18044,MVZ:Mamm:18044,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Amador County,5 mi E Carbondale,Walter P. Taylor 5388,21 Mar 1912,"skin, study; skull",male,131,66,17,13,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
18045,MVZ:Mamm:18045,Reithrodontomys megalotis longicaudus,"Walter P. Taylor, F. Harvey Holden",California,Amador County,5 mi E Carbondale,5399,22 Mar 1912,"skin, study; skull",female,143,72,16,13,,,,not recorded,,ad.,,,,,,,,,LW,10,August,2024,,
18046,MVZ:Mamm:18046,Reithrodontomys megalotis longicaudus,"Walter P. Taylor, F. Harvey Holden",California,Amador County,5 mi E Carbondale,5400,22 Mar 1912,"skin, study; skull",female,137,71,17,12,,,,not recorded,,ad. 1 pr. pect. 2 pr. abd.,,,,,,,,,LW,10,August,2024,,
18047,MVZ:Mamm:18047,Reithrodontomys megalotis longicaudus,F. Harvey Holden,California,Amador County,5 mi E Carbondale,F. Harvey Holden 84,24 Mar 1912,"skin, study; skull",male,129,60,16,13,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
59833,MVZ:Mamm:59833,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Butte County,"10 mi S, 7 mi W Chico",Robert T. Orr 1106,24 Sep 1933,"skin, study; skull",male,141,69,17,15,,,,9.9,g,not recorded,,,,,,,,,LW,10,August,2024,,
59848,MVZ:Mamm:59848,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Colusa County,3 mi W Stonyford,Robert T. Orr 1209,5 Oct 1933,skull,male,,,,,,,,,,,,,,,,,,,,,,,,
59834,MVZ:Mamm:59834,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Butte County,"10 mi S, 7 mi W Chico",Robert T. Orr 1107,24 Sep 1933,"skin, study; skull",female,138,68,16,not recorded,,,,8,g,not recorded,,,,,,,,,LW,10,August,2024,,
59835,MVZ:Mamm:59835,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Butte County,"10 mi S, 7 mi W Chico",Robert T. Orr 1112,24 Sep 1933,"skin, study; skull",female,139,71,18,14.5,,,,9.3,g,not recorded,,,,,,,,,LW,10,August,2024,,
59836,MVZ:Mamm:59836,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Butte County,"10 mi S, 7 mi W Chico",Robert T. Orr 1113,24 Sep 1933,"skin, study; skull",female,151,75,19,15,,,,11.2,,not recorded,,,,,,,,,LW,10,August,2024,,
59837,MVZ:Mamm:59837,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Butte County,"10 mi S, 7 mi W Chico",Robert T. Orr 1114,25 Sep 1933,"skin, study; skull",male,156,78,19,14,,,,11,g,not recorded,,,,,,,,,LW,10,August,2024,,
59838,MVZ:Mamm:59838,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Butte County,"10 mi S, 7 mi W Chico",Robert T. Orr 1115,25 Sep 1933,"skin, study; skull",female,167,81,18,16,,,,12.7,g,not recorded,,,,,,,,,LW,10,August,2024,,
59839,MVZ:Mamm:59839,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Butte County,"10 mi S, 7 mi W Chico",Robert T. Orr 1119,25 Sep 1933,"skin, study; skull",male,142,72,18,14,,,,8.3,g,not recorded,,,,,,,,,LW,10,August,2024,,
59840,MVZ:Mamm:59840,Reithrodontomys megalotis longicaudus,,California,Butte County,"10.5 mi S, 7.5 mi W Chico",129,25 Sep 1933,"skin, study; skull",male,132,65,17,14,,,,9.3,g,not recorded,,,,,,,,,LW,10,August,2024,,
59841,MVZ:Mamm:59841,Reithrodontomys megalotis longicaudus,,California,Butte County,"10.5 mi S, 7.5 mi W Chico",130,25 Sep 1933,"skin, study; skull",male,155,80,18,16,,,,11.6,,not recorded,,,,,,,,,LW,10,August,2024,,
59842,MVZ:Mamm:59842,Reithrodontomys megalotis longicaudus,,California,Butte County,"10.5 mi S, 7.5 mi W Chico",131,25 Sep 1933,"skin, study; skull",male,140,71,17,14,,,,10.5,,not recorded,,,,,,,,,LW,10,August,2024,,
18082,MVZ:Mamm:18082,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Butte County,"Butte Creek, 4 mi SE Chico",Walter P. Taylor 5721,1 Jun 1912,"skin, study; skull",male,119,63,16.5,11,,,,not recorded,,juv.,,,,,,,,,LW,10,August,2024,,
18083,MVZ:Mamm:18083,Reithrodontomys megalotis longicaudus,"Walter P. Taylor, Tracy I. Storer",California,Butte County,"Butte Creek, 4 mi SE Chico",5722,1 Jun 1912,"skin, study; skull",female,130,66,17,12,,,,not recorded,,< 4 emb,,,,,,,,,LW,10,August,2024,,
18084,MVZ:Mamm:18084,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Butte County,"Butte Creek, 4 mi SE Chico",Walter P. Taylor 5723,1 Jun 1912,"skin, study; skull",male,150,79,18,12.5,,,,not recorded,,testes large,,,,,,,,,LW,10,August,2024,,
18085,MVZ:Mamm:18085,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Butte County,"Butte Creek, 4 mi SE Chico",Walter P. Taylor 5731,2 Jun 1912,"skin, study; skull",male,148,75,18,13,,,,not recorded,,testes large,,,,,,,,,LW,10,August,2024,,
18086,MVZ:Mamm:18086,Reithrodontomys megalotis longicaudus,"Tracy I. Storer, Walter P. Taylor",California,Butte County,"Butte Creek, 4 mi SE Chico",672-B,2 Jun 1912,"skin, study; skull",male,126,64,18,12,,,,not recorded,,testes large,,,,,,,,,LW,10,August,2024,,
18087,MVZ:Mamm:18087,Reithrodontomys megalotis longicaudus,Tracy I. Storer,California,Butte County,"Butte Creek, 4 mi SE Chico",Tracy I. Storer 680,3 Jun 1912,"skin, study; skull",male,152,78,17,14,,,,not recorded,,testes large,,,,,,,,,LW,10,August,2024,,
18088,MVZ:Mamm:18088,Reithrodontomys megalotis longicaudus,"Tracy I. Storer, Walter P. Taylor",California,Butte County,"Butte Creek, 4 mi SE Chico",681,3 Jun 1912,"skin, study; skull",male,119,59,17,11,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
18089,MVZ:Mamm:18089,Reithrodontomys megalotis longicaudus,Tracy I. Storer,California,Butte County,"Butte Creek, 4 mi SE Chico",Tracy I. Storer 692,4 Jun 1912,"skin, study; skull",male,156,78,18,15,,,,not recorded,,testes large,,,,,,,,,LW,10,August,2024,,
18090,MVZ:Mamm:18090,Reithrodontomys megalotis longicaudus,Tracy I. Storer,California,Butte County,"Butte Creek, 4 mi SE Chico",Tracy I. Storer 700,5 Jun 1912,"skin, study; skull",male,132,70,17,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
18091,MVZ:Mamm:18091,Reithrodontomys megalotis longicaudus,Tracy I. Storer,California,Butte County,"Butte Creek, 4 mi SE Chico",Tracy I. Storer 711,6 Jun 1912,"skin, study; skull",male,150,75,18,11,,,,not recorded,,testes large,,,,,,,,,LW,10,August,2024,,
18092,MVZ:Mamm:18092,Reithrodontomys megalotis longicaudus,Tracy I. Storer,California,Butte County,"Butte Creek, 4 mi SE Chico",Tracy I. Storer 715,7 Jun 1912,"skin, study; skull",male,139,62,16,15,,,,not recorded,,testes large,,,,,,,,,LW,10,August,2024,,
138966,MVZ:Mamm:138966,Reithrodontomys megalotis longicaudus,,California,Butte County,"Hwy. 32, 10 mi N Chico",47,14 Nov 1968,"baculum; skin, study; skull",male,139,70,13,14,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
43244,MVZ:Mamm:43244,Reithrodontomys megalotis longicaudus,Seth B. Benson,California,Colusa County,3 mi N Sites,Seth B. Benson 829,4 Oct 1929,"skin, study; skull",male,141,73,18,14,,,,11.3,g,not recorded,,,,,,,,,LW,10,August,2024,,
59843,MVZ:Mamm:59843,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Colusa County,3 mi W Stonyford,Robert T. Orr 1187,3 Oct 1933,"skin, study; skull",female,137,65,16,14,,,,9.9,g,not recorded,,,,,,,,,LW,10,August,2024,,
59844,MVZ:Mamm:59844,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Colusa County,3 mi W Stonyford,Robert T. Orr 1188,3 Oct 1933,"skin, study; skull",male,147,78,17,15,,,,9.0,g,not recorded,,,,,,,,,LW,10,August,2024,,
59845,MVZ:Mamm:59845,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Colusa County,3 mi W Stonyford,Robert T. Orr 1163,1 Oct 1933,"skin, study; skull",male,150,69,17,15,,,,11.2,g,not recorded,,,,,,,,,LW,10,August,2024,,
59846,MVZ:Mamm:59846,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Colusa County,3 mi W Stonyford,Robert T. Orr 1192,4 Oct 1933,"skin, study; skull",male,141,75,18,14,,,,10.5,g,not recorded,,,,,,,,,LW,10,August,2024,,
59847,MVZ:Mamm:59847,Reithrodontomys megalotis longicaudus,Robert T. Orr,California,Colusa County,3 mi W Stonyford,Robert T. Orr 1193,4 Oct 1933,"skin, study; skull",male,134,65,16,14,,,,8.8,g,not recorded,,,,,,,,,LW,10,August,2024,,
121288,MVZ:Mamm:121288,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"0.7 mi N, 2.3 mi E Martinez, salt marsh",531,17 Feb 1957,"skin, study; skull",female,132,65,15,,12,,,8.5,g,no embs,,,0,,,,,,LW,10,August,2024,,
121402,MVZ:Mamm:121402,Reithrodontomys megalotis longicaudus,Alan C. Ziegler,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Alan C. Ziegler 581,17 Feb 1957,"skin, study; skull",male,144,77,17,,13,,,8.8,g,testes 4x7 mm,7,4,,,,,,,LW,10,August,2024,,
123657,MVZ:Mamm:123657,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 686,18 Sep 1958,"skin, study; skull",male,139,71,17,14,,,,8.8,g,"testes 7 mm, epid+",7,,,,,,,,LW,10,August,2024,,
123658,MVZ:Mamm:123658,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 687,18 Sep 1958,"skin, study; skull",male,135,67,17,15,,,,8.4,g,testes 6 epid-,6,,,,,,,,LW,10,August,2024,,
123659,MVZ:Mamm:123659,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 688,18 Sep 1958,"skin, study; skull",male,133,69,17,14,,,,7.5,g,"testes 4 mm, epid-",4,,,,,,,,LW,10,August,2024,,
123660,MVZ:Mamm:123660,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 689,18 Sep 1958,"skin, study; skull",male,126,63,16,13,,,,7.4,g,"testes 5 mm, epid-",5,,,,,,,,LW,10,August,2024,,
123661,MVZ:Mamm:123661,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 690,18 Sep 1958,"skin, study; skull",female,153,82,17,14,,,,12,g,5 emb,,,5,,,,,,LW,10,August,2024,,
123662,MVZ:Mamm:123662,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 693,19 Sep 1958,"skin, study; skull",male,141,74,17,14,,,,9.0,g,not recorded,,,,,,,,,LW,10,August,2024,,
123663,MVZ:Mamm:123663,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 697,20 Sep 1958,"skin, study; skull",male,140,70,15,14,,,,9.3,g,"testes 7 mm, epid-",7,,,,,,,,LW,10,August,2024,,
123664,MVZ:Mamm:123664,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 698,20 Sep 1958,"skin, study; skull",male,128,65,15,14,,,,7.1,g,"testes 6 mm, epid-",6,,,,,,,,LW,10,August,2024,,
123665,MVZ:Mamm:123665,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 704,21 Sep 1958,"skin, study; skull",male,144,76,17,14,,,,9.3,g,"testes 8 mm, epid-",8,,,,,,,,LW,10,August,2024,,
123666,MVZ:Mamm:123666,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 715,23 Sep 1958,"skin, study; skull",male,144,74,16,14,,,,8.9,g,testes 7 mm,7,,,,,,,,LW,10,August,2024,,
123667,MVZ:Mamm:123667,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 716,23 Sep 1958,"skin, study; skull",male,142,76,16,13,,,,8.5,g,testes 6 mm,6,,,,,,,,LW,10,August,2024,,
123668,MVZ:Mamm:123668,Reithrodontomys megalotis longicaudus,Charles S. Thaeler Jr.,California,Contra Costa County,"1 mi N, 2 mi E Martinez, salt marsh",Charles S. Thaeler Jr. 717,23 Sep 1958,"skin, study; skull",male,127,63,16,12,,,,7.0,g,testes 6 mm,6,,,,,,,,LW,10,August,2024,,
191874,MVZ:Mamm:191874,Reithrodontomys megalotis longicaudus,J. Mary Taylor,California,Contra Costa County,"1 mi NE Golf Course, Tilden Park",J. Mary Taylor 151,30 Dec 1955,"skin, study; skull",male,145,76,16,13,,,,10.4,g,not recorded,,,,,,,,,TA,17,July,2024,,
191875,MVZ:Mamm:191875,Reithrodontomys megalotis longicaudus,J. Mary Taylor,California,Contra Costa County,"1 mi NE Golf Course, Tilden Park",J. Mary Taylor 152,30 Dec 1955,"skin, study; skull",male,141,74,16,13,,,,8.5,g,not recorded,,,,,,,,,TA,17,July,2024,,
74605,MVZ:Mamm:74605,Reithrodontomys megalotis longicaudus,Fletcher G. Palmer,California,Contra Costa County,1 mi S Antioch,Fletcher G. Palmer 1510,7 Mar 1937,"skin, study; skull",male,145,80,18,14.5,,,,8.1,g,not recorded,,,,,,,,,LW,10,August,2024,,
74606,MVZ:Mamm:74606,Reithrodontomys megalotis longicaudus,Fletcher G. Palmer,California,Contra Costa County,1 mi S Antioch,Fletcher G. Palmer 1511,7 Mar 1937,"skin, study; skull",male,137,73,18,13,,,,7.4,g,not recorded,,,,,,,,,LW,10,August,2024,,
74607,MVZ:Mamm:74607,Reithrodontomys megalotis longicaudus,Fletcher G. Palmer,California,Contra Costa County,1 mi S Antioch,Fletcher G. Palmer 1512,7 Mar 1937,"skin, study; skull",male,137,69,16.5,13,,,,8.2,g,not recorded,,,,,,,,,LW,10,August,2024,,
69965,MVZ:Mamm:69965,Reithrodontomys megalotis longicaudus,Emmet T. Hooper,California,Contra Costa County,1 mi W summit Mount Diablo,Emmet T. Hooper 160,16 Feb 1936,"skin, study; skull",male,133,70,16,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
69966,MVZ:Mamm:69966,Reithrodontomys megalotis longicaudus,Emmet T. Hooper,California,Contra Costa County,1 mi W summit Mount Diablo,Emmet T. Hooper 161,16 Feb 1936,"skin, study; skull",male,133,68,16,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
69967,MVZ:Mamm:69967,Reithrodontomys megalotis longicaudus,Emmet T. Hooper,California,Contra Costa County,1 mi W summit Mount Diablo,Emmet T. Hooper 162,16 Feb 1936,"skin, study; skull",female,126,64,16,not recorded,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
69968,MVZ:Mamm:69968,Reithrodontomys megalotis longicaudus,David H. Johnson,California,Contra Costa County,1 mi W summit Mount Diablo,David H. Johnson 995,16 Feb 1936,"skin, study; skull",female,129,66,16,13,,,,8.2,g,not recorded,,,,,,,,,LW,10,August,2024,,
69969,MVZ:Mamm:69969,Reithrodontomys megalotis longicaudus,Fletcher G. Palmer,California,Contra Costa County,1 mi W summit Mount Diablo,Fletcher G. Palmer 791,16 Feb 1936,"skin, study; skull",male,137,73,18,18,,,,8.6,g,not recorded,,,,,,,,,LW,10,August,2024,,
129953,MVZ:Mamm:129953,Reithrodontomys megalotis longicaudus,George F. Fisler,California,Contra Costa County,2 mi E Martinez,George F. Fisler 142,11 Oct 1958,"skin, study; skull",male,128,66,16,not recorded,,,,5.9,g,6 mm,6,,,,,,,,LW,10,August,2024,,
218220,MVZ:Mamm:218220,Reithrodontomys megalotis longicaudus,Brad D. McCammack,California,Contra Costa County,"8145 Via Zapata, Dublin",Brad D. McCammack 5,13 Jul 2004,skull; tissue (frozen),unknown,81,40,13,,6,,,2.3,,,,,,,,,,,,,,,,
218664,MVZ:Mamm:218664,Reithrodontomys megalotis longicaudus,Brad D. McCammack,California,Contra Costa County,"8145 Via Zapata, Dublin",Brad D. McCammack 6,13 Jul 2004,skeleton; skull,unknown,80,41,12,,7,,,2.2,,,,,,,,,,,,,,,,
129954,MVZ:Mamm:129954,Reithrodontomys megalotis longicaudus,George F. Fisler,California,Contra Costa County,2 mi E Martinez,George F. Fisler 143,11 Oct 1958,"skin, study; skull",male,127,62,17,12.5,,,,6.7,g,4 mm,4,,,,,,,,LW,10,August,2024,,
129955,MVZ:Mamm:129955,Reithrodontomys megalotis longicaudus,George F. Fisler,California,Contra Costa County,2 mi E Martinez,George F. Fisler 144,11 Oct 1958,"skin, study; skull",female,152,76,17,13,,,,10.7,g,no emb.,,,0,,,,,,LW,10,August,2024,,
129956,MVZ:Mamm:129956,Reithrodontomys megalotis longicaudus,George F. Fisler,California,Contra Costa County,2 mi E Martinez,George F. Fisler 147,12 Oct 1958,"skin, study; skull",male,139,69,17,13,,,,8.1,g,7 mm,7,,,,,,,,LW,10,August,2024,,
129957,MVZ:Mamm:129957,Reithrodontomys megalotis longicaudus,George F. Fisler,California,Contra Costa County,2 mi E Martinez,George F. Fisler 148,12 Oct 1958,"skin, study; skull",female,146,73,17,13,,,,14.7,g,1R 4L CR 6.5 mm,,,,4,1,6.5,,,LW,10,August,2024,,
129958,MVZ:Mamm:129958,Reithrodontomys megalotis longicaudus,George F. Fisler,California,Contra Costa County,2 mi E Martinez,George F. Fisler 150,12 Oct 1958,"skin, study; skull",male,172,[8],17,13,,,,7.2,g,4 mm,4,,,,,,,tail broken,LW,10,August,2024,,
129959,MVZ:Mamm:129959,Reithrodontomys megalotis longicaudus,George F. Fisler,California,Contra Costa County,2 mi E Martinez,George F. Fisler 152,15 Nov 1958,"skin, study",female,139,68,16,13,,,,14.3,g,2R 2L CR 18 mm,,,,2,2,18,,,LW,10,August,2024,,
18135,MVZ:Mamm:18135,Reithrodontomys megalotis longicaudus,Tracy I. Storer,California,Contra Costa County,2 mi SW Walnut Creek,Tracy I. Storer 954,12 Jul 1912,"skin, study; skull",female,129,69,16.5,13,,,,not recorded,,not recorded,,,,,,,,,TA,17,July,2024,,
18136,MVZ:Mamm:18136,Reithrodontomys megalotis longicaudus,Tracy I. Storer,California,Contra Costa County,2 mi SW Walnut Creek,Tracy I. Storer 955,12 Jul 1912,"skin, study; skull",female,132,68,18,13,,,,not recorded,,not recorded,,,,,,,,,TA,17,July,2024,,
156564,MVZ:Mamm:156564,Reithrodontomys megalotis longicaudus,"Margaret F. Smith, Lawrence A. Riggs",California,Contra Costa County,"Mineral Springs, Tilden Regional Park",641,20 Apr 1974,skull; tissue (frozen),male,,,,,,,,,,,,,,,,,,,,,,,,
18137,MVZ:Mamm:18137,Reithrodontomys megalotis longicaudus,Tracy I. Storer,California,Contra Costa County,2 mi SW Walnut Creek,Tracy I. Storer 956,12 Jul 1912,"skin, study; skull",male,146,69,17,14,,,,not recorded,,testes large,,,,,,,,,TA,17,July,2024,,
18138,MVZ:Mamm:18138,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6089,12 Jul 1912,"skin, study; skull",male,136,72,18,11.5,,,,not recorded,,testes large,,,,,,,,,TA,17,July,2024,,
18139,MVZ:Mamm:18139,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6090,12 Jul 1912,"skin, study; skull",male,131,68,16,12,,,,not recorded,,testes large,,,,,,,,,TA,17,July,2024,,
18140,MVZ:Mamm:18140,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6091,12 Jul 1912,"skin, study; skull",female,138,71,17,13,,,,not recorded,,ad.,,,,,,,,,TA,17,July,2024,,
18141,MVZ:Mamm:18141,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6092,12 Jul 1912,"skin, study; skull",male,135,73,17,13,,,,not recorded,,testes large,,,,,,,,,TA,17,July,2024,,
18142,MVZ:Mamm:18142,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6103,13 Jul 1912,"skin, study; skull",male,135,68,16.5,10.5,,,,not recorded,,testes large,,,,,,,,,TA,17,July,2024,,
18143,MVZ:Mamm:18143,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6104,13 Jul 1912,"skin, study; skull",male,131,68,17,10,,,,not recorded,,not recorded,,,,,,,,,TA,17,July,2024,,
18144,MVZ:Mamm:18144,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6105,13 Jul 1912,"skin, study; skull",male,133,66,18,12,,,,not recorded,,not recorded,,,,,,,,,TA,17,July,2024,,
18145,MVZ:Mamm:18145,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6114,14 Jul 1912,"skin, study; skull",female,140,71,17.5,13.5,,,,not recorded,,< 3 emb.,,,,,,,,,TA,17,July,2024,,
18146,MVZ:Mamm:18146,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6115,14 Jul 1912,"skin, study; skull",female,127,65,17,11.5,,,,not recorded,,not recorded,,,,,,,,,TA,17,July,2024,,
18147,MVZ:Mamm:18147,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6116,14 Jul 1912,"skin, study; skull",male,131,66,16.5,12.5,,,,not recorded,,testes large,,,,,,,,,TA,17,July,2024,,
18148,MVZ:Mamm:18148,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6117,14 Jul 1912,"skin, study; skull",female,130,63,17.5,12.5,,,,not recorded,,not recorded,,,,,,,,,TA,17,July,2024,,
18149,MVZ:Mamm:18149,Reithrodontomys megalotis longicaudus,Tracy I. Storer,California,Contra Costa County,2 mi SW Walnut Creek,Tracy I. Storer 986,15 Jul 1912,"skin, study; skull",male,125,67,17,12,,,,not recorded,,not recorded,,,,,,,,,TA,17,July,2024,,
18512,MVZ:Mamm:18512,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6172,19 Jul 1912,whole organism (ethanol),unknown,,,,,,,,,,,,,,,,,,,,,,,,
18513,MVZ:Mamm:18513,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6173,19 Jul 1912,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,,
18615,MVZ:Mamm:18615,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6133,16 Jul 1912,"skeleton; skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,,
18616,MVZ:Mamm:18616,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6134,16 Jul 1912,"skeleton; skin, study; skull",female,,,,,,,,,,,,,,,,,,,,,,,,
18617,MVZ:Mamm:18617,Reithrodontomys megalotis longicaudus,Walter P. Taylor,California,Contra Costa County,2 mi SW Walnut Creek,Walter P. Taylor 6135,16 Jul 1912,"skeleton; skin, study; skull",male,,,,,,,,,,,,,,,,,,,,,,,,
206953,MVZ:Mamm:206953,Reithrodontomys megalotis longicaudus,Hanna E. Shohfi,California,Contra Costa County,"300-400 m Big Springs picnic area on Arroyo trail, Tilden Regional Park, Berkeley",Hanna E. Shohfi 206,13 Mar 2004,"DNA (frozen); skin, study; skull; tissue (frozen)",female,140,70,17,13,,,,8.9,g,not recorded,,,,,,,,,TA,17,July,2024,,
94832,MVZ:Mamm:94832,Reithrodontomys megalotis longicaudus,A. P. Hendrickson,California,Contra Costa County,"between Grizzly Peak Blvd and Golf Course Tilden Park, 0.5 mi N Grizzly Peak",A. P. Hendrickson 18,28 Oct 1939,"skin, study; skull",male,130,70,16,14,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
243202,MVZ:Mamm:243202,Reithrodontomys megalotis longicaudus,Christopher J. Conroy,California,Contra Costa County,"Camp Herms, El Cerrito",CJC 3441,16 Jan 2024,"skin, study; skull; tissue (frozen)",female,133,70,16,,9,,,8,,,,,,,,,,,,,,,,
219082,MVZ:Mamm:219082,Reithrodontomys megalotis longicaudus,"Ana Lilia Trujano Álvarez, Eric Ghilarducci",California,Contra Costa County,"Chapelle Housing Tracts, Windemere, San Ramon",340,23 Nov 2005,"skin, study; skull; tissue (frozen)",male,130,67,16,,12,,,7,,,,,,,,,,,,,,,,
219083,MVZ:Mamm:219083,Reithrodontomys megalotis longicaudus,"Ana Lilia Trujano Álvarez, Eric Ghilarducci",California,Contra Costa County,"Chapelle Housing Tracts, Windemere, San Ramon",341,23 Nov 2005,"skin, study; skull; tissue (frozen)",female,136,69,13,,14,,,8,,,,,,,,,,,,,,,,
219084,MVZ:Mamm:219084,Reithrodontomys megalotis longicaudus,"Ana Lilia Trujano Álvarez, Eric Ghilarducci",California,Contra Costa County,"Chapelle Housing Tracts, Windemere, San Ramon",350,23 Nov 2005,"skin, study; skull; tissue (frozen)",male,130,68,15,,15,,,6.5,,,,,,,,,,,,,,,,
