catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total,tail,hf,ear,Notch,Crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,REVIEW NEEDED
201949,MVZ:Mamm:201949,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19913,22 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,197,100,24,,20,,,29,,"scars, emb 1R 2L, swellings = 4 mm",,,,2,1,,,,LW,3,July,2024,
201950,MVZ:Mamm:201950,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19914,22 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,188,101,23,,19,,,26,,"emb 3R-1L, CR = 7 mm",,,,1,3,7,,,LW,3,July,2024,
201951,MVZ:Mamm:201951,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19920,23 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,189,100,24,,19,,,25,,"scr t = 15 x 8 mm, sv = 13 mm",15,8,,,,,,,LW,3,July,2024,
201952,MVZ:Mamm:201952,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19921,23 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,175,88,23,,20,,,23,,"scr t = 12 x 7 mm, sv = 10 mm",12,7,,,,,,,LW,3,July,2024,
201953,MVZ:Mamm:201953,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19922,23 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,174,86,24,,20,,,28,,"emb 2R-0L, CR = 22 mm",,,,0,2,,,,LW,3,July,2024,
201954,MVZ:Mamm:201954,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19923,23 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,180,92,23,,19,,,22,,nulliparous,,,,,,,,,LW,3,July,2024,
201955,MVZ:Mamm:201955,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19924,23 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,202,110,24,,21,,,29,,scars 1R-2L,,,,,,,1R-2L,,LW,3,July,2024,
201956,MVZ:Mamm:201956,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19943,24 May 03,"tissue (ethanol, 95%; frozen); whole organism (ethanol)",male,195,103,24,,20,,,27,,,,,,,,,,,,,,,
201957,MVZ:Mamm:201957,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19944,24 May 03,"tissue (ethanol, 95%; frozen); whole organism (ethanol)",male,198,106,24,,21,,,26,,,,,,,,,,,,,,,
201958,MVZ:Mamm:201958,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19945,24 May 03,"tissue (ethanol, 95%; frozen); whole organism (ethanol)",male,185,95,23,,19,,,21,,,,,,,,,,,,,,,
201959,MVZ:Mamm:201959,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19946,24 May 03,"tissue (ethanol, 95%; frozen); whole organism (ethanol)",male,190,97,24,,19,,,25,,,,,,,,,,,,,,,
201960,MVZ:Mamm:201960,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19947,24 May 03,"skeleton (postcranial); skull; tissue (ethanol, 95%; frozen)",male,175,93,24,,19,,,17,,,,,,,,,,,,,,,
201961,MVZ:Mamm:201961,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19948,24 May 03,"skeleton (postcranial); skull; tissue (ethanol, 95%; frozen)",male,156,81,23,,18,,,15,,,,,,,,,,,,,,,
201962,MVZ:Mamm:201962,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19949,24 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,199,104,23,,19,,,29,,fresh scars 2R-2L,,,,,,,fresh scars 2R-2L,,LW,3,July,2024,
201963,MVZ:Mamm:201963,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19950,24 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,157,65,23,,20,,,27,,"emb 1R-1L, CR = 9 mm",,,,1,1,9,,,LW,3,July,2024,
201964,MVZ:Mamm:201964,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19951,24 May 03,"skeleton (postcranial); skull; tissue (ethanol, 95%; frozen)",female,201,110,24,,21,,,28,,,,,,,,,,,,,,,
201965,MVZ:Mamm:201965,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19952,24 May 03,"skeleton (postcranial); skull; tissue (ethanol, 95%; frozen)",female,173,86,24,,19,,,20,,,,,,,,,,,,,,,
201966,MVZ:Mamm:201966,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19953,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,198,102,23,,20,,,25,,"scr t = 12 x 7 mm, sv = 13 mm",12,7,,,,,,,LW,3,July,2024,
201967,MVZ:Mamm:201967,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19954,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,177,81,23,,19,,,26,,"scr t = 11 x 7 mm, sv = 11 mm",11,7,,,,,,,LW,3,July,2024,
201968,MVZ:Mamm:201968,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19955,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,175,91,22,,20,,,19,,"nscr t = 7 x 4 mm, sv = 3 mm",7,4,,,,,,,LW,3,July,2024,
201969,MVZ:Mamm:201969,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19956,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,176,86,22,,18,,,22,,fresh scars 3R-0L,,,,,,,fresh scars 3R-0L,,LW,3,July,2024,
201970,MVZ:Mamm:201970,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19957,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,211,111,24,,22,,,36,,"emb 1R-2L, CR = 12 mm",,,,2,1,,,,LW,3,July,2024,
201971,MVZ:Mamm:201971,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",James L. Patton 19958,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,145,76,22,,18,,,10.5,,nulliparous,,,,,,,,,LW,3,July,2024,
201972,MVZ:Mamm:201972,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",Hanna E. Shohfi 8,26 May 03,"skin, study; skull; tissue (frozen)",male,148,79,22,,17,,,12.5,,t=3.5x2mm,,,,,,,,,TL,5,July,2024,
201973,MVZ:Mamm:201973,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"Eagle Creek, base of Rocky Point, Yosemite Valley",Hanna E. Shohfi 9,26 May 03,skeleton (postcranial); skull; tissue (frozen),male,179,95,23,,18,,,28,,,,,,,,,,,,,,,
21616,MVZ:Mamm:21616,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2790,21 Nov 1914,"skin, study; skull",male,197,105,22,17,,,,not recorded,,not recorded,,,,,,,,,LW,3,July,2024,
21617,MVZ:Mamm:21617,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2791,21 Nov 1914,"skin, study; skull",female,187,99,22,16,,,,not recorded,,not recorded,,,,,,,,,LW,3,July,2024,
21618,MVZ:Mamm:21618,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2792,21 Nov 1914,"skin, study; skull",male,170,85,22,15.5,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21619,MVZ:Mamm:21619,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2793,21 Nov 1914,"skin, study; skull",male,195,101,23,16,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21620,MVZ:Mamm:21620,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2794,21 Nov 1914,"skin, study; skull",male,194,101,22,16,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21621,MVZ:Mamm:21621,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2795,21 Nov 1914,"skin, study; skull",male,198,103,22,15,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21622,MVZ:Mamm:21622,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2796,21 Nov 1914,"skin, study; skull",male,193,100,22,16,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21623,MVZ:Mamm:21623,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2797,21 Nov 1914,"skin, study; skull",female,210,111,23,16,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21624,MVZ:Mamm:21624,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2798,21 Nov 1914,"skin, study; skull",female,175,92,22,15,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21625,MVZ:Mamm:21625,Peromyscus boylii boylii,Walter P. Taylor,California,Mariposa County,El Portal,Walter P. Taylor 7069,21 Nov 1914,"skin, study; skull",male,202,113,22,19,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21626,MVZ:Mamm:21626,Peromyscus boylii boylii,Walter P. Taylor,California,Mariposa County,El Portal,Walter P. Taylor 7071,21 Nov 1914,"skin, study; skull",male,204,116,24,18,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21627,MVZ:Mamm:21627,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7073,21 Nov 1914,"skin, study; skull",female,200,107,23,18,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21628,MVZ:Mamm:21628,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7074,21 Nov 1914,"skin, study; skull",male,191,91,22.5,19,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21629,MVZ:Mamm:21629,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7075,21 Nov 1914,"skin, study; skull",female,203,108,23.5,18,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21630,MVZ:Mamm:21630,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7076,21 Nov 1914,"skin, study; skull",male,198,104,22,19,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21631,MVZ:Mamm:21631,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7077,21 Nov 1914,"skin, study; skull",male,204,114,24,19,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21632,MVZ:Mamm:21632,Peromyscus boylii boylii,Walter P. Taylor,California,Mariposa County,El Portal,Walter P. Taylor 7079,22 Nov 1914,"skin, study; skull",male,190,104,23,18,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21633,MVZ:Mamm:21633,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7080,22 Nov 1914,"skin, study; skull",female,203,113,25,20,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21634,MVZ:Mamm:21634,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7081,22 Nov 1914,"skin, study; skull",female,193,104,23,17.4,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21635,MVZ:Mamm:21635,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2819,23 Nov 1914,"skin, study; skull",female,161,81,21.5,14,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21636,MVZ:Mamm:21636,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2828,24 Nov 1914,"skin, study; skull",female,206,109,22,18,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21637,MVZ:Mamm:21637,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2829,24 Nov 1914,"skin, study; skull",female,205,107,22,15,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21638,MVZ:Mamm:21638,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2840,25 Nov 1914,"skin, study; skull",female,200,103,22,16,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21639,MVZ:Mamm:21639,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7131,28 Nov 1914,"skin, study; skull",male,175,87,22,18,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21640,MVZ:Mamm:21640,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7132,28 Nov 1914,"skin, study; skull",male,184,97,24,17,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21641,MVZ:Mamm:21641,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7133,28 Nov 1914,"skin, study; skull",male,203,110,23,17,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21642,MVZ:Mamm:21642,Peromyscus boylii boylii,"Walter P. Taylor, Joseph Grinnell",California,Mariposa County,El Portal,7134,28 Nov 1914,"skin, study; skull",male,178,94,24,16,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21643,MVZ:Mamm:21643,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2901,30 Nov 1914,"skin, study; skull",female,196,101,22.5,16,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21646,MVZ:Mamm:21646,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2918,2 Dec 1914,"skin, study; skull",female,187,96,22.5,17.5,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21650,MVZ:Mamm:21650,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2926,3 Dec 1914,"skin, study; skull",male,192,101,22,16,,,,23.3,g,,,,,,,,,,TL,3,July,2024,
21651,MVZ:Mamm:21651,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2941,4 Dec 1914,"skin, study; skull",male,172,86,21.5,14.5,,,,20.4,g,,,,,,,,,,TL,3,July,2024,
21652,MVZ:Mamm:21652,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2942,4 Dec 1914,"skin, study; skull",female,201,111,23,18,,,,29.3,g,,,,,,,,,,TL,3,July,2024,
21879,MVZ:Mamm:21879,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2802,22 Nov 1914,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
21880,MVZ:Mamm:21880,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2803,22 Nov 1914,whole organism (ethanol),female,,,,,,,,,,,,,,,,,,,,,,,
21881,MVZ:Mamm:21881,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2895,29 Nov 1914,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
21882,MVZ:Mamm:21882,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2896,29 Nov 1914,whole organism (ethanol),female,,,,,,,,,,,,,,,,,,,,,,,
21883,MVZ:Mamm:21883,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2954,5 Dec 1914,whole organism (ethanol),female,,,,,,,,,,,,,,,,,,,,,,,
21884,MVZ:Mamm:21884,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2955,5 Dec 1914,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
21885,MVZ:Mamm:21885,Peromyscus boylii boylii,Joseph Grinnell,California,Mariposa County,El Portal,Joseph Grinnell 2956,5 Dec 1914,whole organism (ethanol),male,,,,,,,,,,,,,,,,,,,,,,,
201974,MVZ:Mamm:201974,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 786,23 May 03,"skin, study; skull; tissue (frozen)",male,173,88,20,,18,,,18.5,,,,,,,,,,,,,,,
201975,MVZ:Mamm:201975,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 789,23 May 03,skeleton (postcranial); skull; tissue (frozen),male,140,66,18,,18,,,18,,,,,,,,,,,,,,,
201976,MVZ:Mamm:201976,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 798,24 May 03,skeleton (postcranial); skull; tissue (frozen),female,185,88,20,,19,,,,,,,,,,,,,,,,,,
201977,MVZ:Mamm:201977,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 799,24 May 03,"skin, study; skull; tissue (frozen)",female,195,110,21,,19,,,26.5,,,,,,,,,,,,,,,
201978,MVZ:Mamm:201978,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 800,24 May 03,skeleton (postcranial); skull; tissue (frozen),male,184,95,21,,19,,,25,,,,,,,,,,,,,,,
201979,MVZ:Mamm:201979,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 801,24 May 03,skeleton (postcranial); skull; tissue (frozen),female,185,96,20,,20,,,25,,,,,,,,,,,,,,,
201980,MVZ:Mamm:201980,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 809,25 May 03,"skin, study; skull; tissue (frozen)",male,190,94,20,,20,,,27.5,,t= 12 x 8 mm,,,,,,,,,TL,3,July,2024,
201981,MVZ:Mamm:201981,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 814,26 May 03,"skin, study; skull; tissue (frozen)",female,189,100,20,,18,,,28.5,,,,,,1,1,20mm,,,TL,3,July,2024,
201982,MVZ:Mamm:201982,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 815,26 May 03,"skin, study; skull; tissue (frozen)",male,192,101,21,,19,,,26,,t= 9 x 7 mm,,,,,,,,,TL,3,July,2024,
201983,MVZ:Mamm:201983,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 829,27 May 03,"skin, study; skull; tissue (frozen)",male,177,91,21,,18,,,20.5,,t= 7 x 4 mm,,,,,,,,,TL,3,July,2024,
201984,MVZ:Mamm:201984,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 830,27 May 03,skeleton (postcranial); skull; tissue (frozen),male,156,78,20,,18,,,17.5,,,,,,,,,,,,,,,
201985,MVZ:Mamm:201985,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 831,27 May 03,skeleton (postcranial); skull; tissue (frozen),male,185,91,21,,19,,,26,,,,,,,,,,,,,,,
201986,MVZ:Mamm:201986,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Fern Spring, Yosemite Valley",Christopher J. Conroy 832,27 May 03,skeleton (postcranial); skull; tissue (frozen),male,190,100,21,,19,,,26.5,,,,,,,,,,,,,,,
201987,MVZ:Mamm:201987,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19925,23 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,208,104,24,,21,,,29,,not recorded,,,,,,,3R-2L,,TL,3,July,2024,
201988,MVZ:Mamm:201988,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19926,23 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,163,76,23,,20,,,35,,emb: 1R-3L,,,,,,23mm,,,TL,3,July,2024,
201989,MVZ:Mamm:201989,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19927,23 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,182,93,23,,20,,,20,,uteri swollen,,,,,,,,,TL,3,July,2024,
201990,MVZ:Mamm:201990,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19928,23 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,189,101,24,,21,,,25,,emb: 3R-0L,,,,,,5mm,,,TL,3,July,2024,
201991,MVZ:Mamm:201991,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19935,24 May 03,"tissue (ethanol, 95%; frozen); whole organism (ethanol)",male,184,85,25,,21,,,29,,,,,,,,,,,,,,,
201992,MVZ:Mamm:201992,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19936,24 May 03,"tissue (ethanol, 95%; frozen); whole organism (ethanol)",male,168,70,23,,19,,,26,,,,,,,,,,,,,,,
201993,MVZ:Mamm:201993,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19937,24 May 03,"tissue (ethanol, 95%; frozen); whole organism (ethanol)",male,191,100,24,,21,,,25,,,,,,,,,,,,,,,
201994,MVZ:Mamm:201994,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19938,24 May 03,"tissue (ethanol, 95%; frozen); whole organism (ethanol)",female,192,101,24,,19,,,24,,,,,,,,,,,,,,,
201995,MVZ:Mamm:201995,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19939,24 May 03,"tissue (ethanol, 95%; frozen); whole organism (ethanol)",female,197,106,24,,19,,,20,,,,,,,,,,,,,,,
201996,MVZ:Mamm:201996,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19940,24 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,195,105,24,,19,,,24,,"scr t=12 x9 m, sv=14mm",12,7,,,,,,,TL,3,July,2024,
201997,MVZ:Mamm:201997,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19941,24 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,201,108,24,,20,,,23,,"scr t = 12 x 7, sv = 12 mm",12,7,,,,,,,TL,3,July,2024,
201998,MVZ:Mamm:201998,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19942,24 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,198,103,24,,20,,,27,,lact. scars 2R-2L,,,,,,,2R-2L,,LW,3,July,2024,
201999,MVZ:Mamm:201999,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19961,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,192,105,23,,20,,,23,,"emb 1R-1L, CR = 6 mm",,,,1,1,6,,,LW,3,July,2024,
202000,MVZ:Mamm:202000,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19962,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,202,104,24,,19,,,26,,"scr t = 12 x 7, sv = 13 mm",12,7,,,,,,,LW,3,July,2024,
202001,MVZ:Mamm:202001,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19963,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,180,81,24,,21,,,26,,"scr t = 13 x 7 mm, sv = 13 mm",13,7,,,,,,,LW,3,July,2024,
202002,MVZ:Mamm:202002,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19964,25 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,187,95,23,,19,,,22,,"scr t = 12 x 7 mm, sv = 13 mm",12,7,,,,,,,LW,3,July,2024,
202003,MVZ:Mamm:202003,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19968,26 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,193,100,22,,21,,,21,,"uterus swollen, no scar",,,,,,,no scar,,LW,3,July,2024,
202004,MVZ:Mamm:202004,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"Fern Spring, Yosemite Valley",James L. Patton 19981,27 May 03,"skeleton (postcranial); skull; tissue (ethanol, 95%; frozen)",male,160,77,22,,18,,,16,,,,,,,,,,,,,,,
202005,MVZ:Mamm:202005,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"Fern Spring, Yosemite Valley",Hanna E. Shohfi 6,25 May 03,"skin, study; skull; tissue (frozen)",male,208,113,22,,20,,,26,,t = 15 x 9 mm,15,9,,,,,,,LW,3,July,2024,
202006,MVZ:Mamm:202006,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"Fern Spring, Yosemite Valley",Hanna E. Shohfi 10,26 May 03,skeleton (postcranial); skull; tissue (frozen),female,180,105,22,,20,,,23,,,,,,,,,,,,,,,
202007,MVZ:Mamm:202007,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"Fern Spring, Yosemite Valley",Hanna E. Shohfi 11,26 May 03,skeleton (postcranial); skull; tissue (frozen),female,180,103,23,,20,,,22,,,,,,,,,,,,,,,
